logOut_medianTime,logOut_meanTime,logOut_stdTime,apiRequest_medianTime,apiRequest_meanTime,apiRequest_stdTime,totalTime,mode,actions,logIn_threads,logOut_threads,apiRequest_threads,repeat,logIn_medianTime,logIn_meanTime,logIn_stdTime
11256.5,1697341.25,3949046.0407158276,35033.5,1904394.022105263,2966826.9311242243,1891191080,fine-grained,10,2,2,95,2,13751.5,2403496.7,3093026.493563785
2137195.5,6856283.6,10713646.039024444,1977504.5,3975873.75,6492101.450749039,6240315732,fine-grained,10,95,2,2,3,3604838.0,6340707.984210527,7969371.692842574
3073.5,185799.7063157895,779749.5930473122,34861.5,306666.65,748522.286103358,187192350,fine-grained,10,2,95,2,3,8791.5,227464.8,672658.1281437493
29408.5,1196124.95,2319261.411704358,22144.5,1066431.7136842106,2088209.8116384377,1052760948,fine-grained,10,2,2,95,3,15303.5,786416.05,1761633.8651268713
1087956.0,7306389.0,10836335.66681475,128098.0,4567583.75,8391456.82569654,5466693286,fine-grained,10,95,2,2,4,513016.5,5504435.611578947,8568312.70100699
1367.5,38453.55894736842,305645.4486403465,3826.5,20075.35,22990.106369285302,37590104,fine-grained,10,2,95,2,4,4914.5,32885.8,39815.141401230765
57694.0,2388024.2,5866894.289953511,66792.0,1619275.9052631578,3596266.3109303764,1633087251,fine-grained,10,2,2,95,4,298620.5,2350732.85,4020257.4352301485
2418813.0,8256753.15,11735804.906526404,429476.5,3573924.95,6950467.752904506,7053837414,fine-grained,10,95,2,2,5,3364038.5,7176025.107368421,8558560.567177985
1472.0,172059.29157894736,620005.0613132566,970.5,1457.95,837.550970954824,169510306,fine-grained,10,2,95,2,5,1739.0,301241.0,870993.7742051347
26631.5,2198892.7,4531370.514239025,56980.5,1803769.9789473685,3848047.8858521422,1773817234,fine-grained,10,2,2,95,5,122427.5,812895.0,2676867.8698561713
1612376.0,8123703.0,13346430.05128782,84086.5,3721569.2,7163291.993460458,5395388521,fine-grained,10,95,2,2,6,1152942.0,5429982.18631579,9835676.793387536
938.0,1510140.7105263157,3873239.434275799,8681.0,1375520.55,3008719.2567478116,1500502505,fine-grained,10,2,95,2,6,783916.5,1917920.95,3163220.5466864817
203748.5,2440081.4,5502482.27456439,58722.5,2110055.869473684,3658668.5818440984,2099932198,fine-grained,10,2,2,95,6,146625.0,2328874.7,3817332.150527286
5956061.5,9744118.45,11760625.227989111,7203121.5,9025303.4,5886407.0766751515,7282172691,fine-grained,10,95,2,2,7,5879683.0,7270299.214736843,6753791.7006020285
1029.0,820986.6694736842,2796400.086509007,8425.0,867826.65,3496164.7212964254,802738998,fine-grained,10,2,95,2,7,14653.5,272256.45,904703.6179459387
75946.0,2448849.9,4122993.0414276635,46069.0,1073803.1652631578,2611027.380240971,1103731471,fine-grained,10,2,2,95,7,45183.0,1732073.3,3113681.0901305447
6672166.0,9612873.85,11793598.766789775,4862653.0,8450074.5,8941502.475544067,7976851500,fine-grained,10,95,2,2,8,4373065.5,8016413.192631579,7939915.621059314
603.5,1317226.372631579,4170538.027582189,1678.5,434669.7,1270993.7837423496,1279756880,fine-grained,10,2,95,2,8,23461.0,984921.6,2705933.722898786
99872.5,1747095.4,2718408.483533845,69742.0,1468764.92,2253417.6621480836,1459968864,fine-grained,10,2,2,95,8,105099.0,1485014.1,2282257.5683460515
89080.0,5103113.4,8953798.877523165,3389377.0,6477768.95,10863275.08946398,8082131126,fine-grained,10,95,2,2,9,5745566.5,8263698.398947368,9096537.821329733
2065.5,204431.46631578947,941264.0110935005,2672.0,572397.05,1185297.21030148,218085782,fine-grained,10,2,95,2,9,3466.0,621397.4,1205163.2198518699
68005.5,196391.45,545812.398907544,43804.0,526968.4621052631,1495055.0718024934,506412932,fine-grained,10,2,2,95,9,97292.5,93253.2,50243.16061609517
51900.5,548192.85,1437706.1239938056,12528.0,132058.25,523650.7586074877,323283748,monitor,10,95,2,2,0,13114.0,325977.60631578945,1194720.7147323892
1011.5,5557.715789473684,65370.40796307988,1228.5,26489.3,112270.37203723406,7474392,monitor,10,2,95,2,0,1171.5,83238.8,355321.3809647468
5799.5,10408.9,13409.416200251932,2733.0,3639.781052631579,6731.387264149697,3825371,monitor,10,2,2,95,0,6929.5,7970.05,3971.7052214117643
57073.0,231063.9,790301.465923832,11989.0,90908.75,313643.9517427826,165859693,monitor,10,95,2,2,1,12891.5,167810.7789473684,687349.7152318322
1368.0,2014.4715789473685,2663.569543903116,1652.0,3551.15,4643.188506041035,2365169,monitor,10,2,95,2,1,2805.5,19019.9,66702.53364547943
7025.0,8379.85,5045.474066454327,2690.0,3418.3894736842103,3417.5898553334205,3613190,monitor,10,2,2,95,1,7503.0,9906.15,6937.516370962192
40287.0,423490.2,985967.6896836774,16718.0,263975.2,794420.299434261,145165108,monitor,10,95,2,2,2,9347.5,138332.42105263157,526827.9041377841
2147.0,3840.6294736842106,11922.814517580431,1842.5,3147.05,5196.9961108621,3821463,monitor,10,2,95,2,2,4019.0,5496.2,4796.995425867058
3356.0,27419.05,107120.6195756005,1160.0,12311.351578947368,78452.0633116906,12349590,monitor,10,2,2,95,2,3665.5,5271.25,3107.931294963022
16519.0,21539.7,15820.782804173821,30192.5,640568.75,1322058.0742241032,474372971,monitor,10,95,2,2,3,16702.5,485400.8442105263,1494006.043274757
2493.5,6377.1,43839.07914555628,2619.5,114276.0,499557.40279750584,8984341,monitor,10,2,95,2,3,8812.5,32028.8,64595.40796258378
3268.0,3857.85,2368.443154545996,935.5,1719.2189473684211,9023.118260136913,1769860,monitor,10,2,2,95,3,2036.5,2972.25,1883.413666583548
63411.5,240129.3,732843.5460914596,9161.0,26010.25,45009.23412025698,459205551,monitor,10,95,2,2,4,9670.0,477771.3263157895,1969992.814499515
944.5,2041.2063157894736,3408.2031364251384,1339.0,2440.2,3700.3965306721557,2230455,monitor,10,2,95,2,4,2221.5,12125.25,26023.43522749204
5777.0,8005.45,5927.793043434417,2298.0,3007.1263157894737,5118.778482163963,3192619,monitor,10,2,2,95,4,7115.5,8787.0,4904.236353452627
58247.5,322810.4,702483.1266740336,7299.5,92809.75,241014.91367960375,136310630,monitor,10,95,2,2,5,6410.0,134734.97578947368,610914.0843464991
2059.5,2639.6494736842105,2268.4192479297153,1722.5,3646.4,6308.69210233827,2658695,monitor,10,2,95,2,5,1967.0,3905.0,5085.2475383520705
8345.5,10834.4,7408.585676518548,2788.5,3658.6831578947367,3500.7224101113734,3903092,monitor,10,2,2,95,5,8464.0,10532.75,7077.768112938309
51378.5,548661.65,1587481.4683973736,13223.0,175766.1,634709.0724904393,380788844,monitor,10,95,2,2,6,13695.0,385579.25157894735,1381580.653877134
1016.5,2123.154736842105,9688.811618988919,2050.5,2805.25,4136.03361834805,2255563,monitor,10,2,95,2,6,5911.0,9123.05,7611.310492840314
9379.5,11393.95,6918.184987674455,2897.5,4027.275789473684,9948.184573343731,4266471,monitor,10,2,2,95,6,8031.0,10634.0,6406.2995805526825
31572.0,92272.95,268767.3255566831,2510.5,3416.25,2468.921006069357,53271672,monitor,10,95,2,2,7,5065.0,54060.93473684211,225803.53192967945
679.0,5959.526315789473,112611.199519446,951.5,1941.35,4200.771799700371,5757329,monitor,10,2,95,2,7,1698.5,2847.6,3001.512801028315
4604.5,5366.15,3873.2546802942165,1547.5,37180.72736842105,245913.25766202997,38012077,monitor,10,2,2,95,7,5192.5,129153.15,550525.9092289342
22202.5,26849.8,28478.890410451848,10876.5,12846.9,12591.877042885937,30050130,monitor,10,95,2,2,8,4879.0,30795.995789473684,115025.75801082188
1891.0,5022.583157894737,38528.07534248686,1751.5,29211.55,121484.71476929233,6891175,monitor,10,2,95,2,8,4903.0,76774.5,214162.375442093
2337.0,3543.5,3185.628261591837,1044.0,1866.1968421052632,14840.973669705787,1942072,monitor,10,2,2,95,8,4008.5,4915.75,2834.236198510521
68643.0,472333.85,997732.1595781355,31634.0,282410.35,757542.0601844165,114187830,monitor,10,95,2,2,9,13813.5,104308.36421052631,434140.00436320866
589.0,1305.4031578947368,7773.232045601331,553.5,10746.5,28471.739392819534,1753163,monitor,10,2,95,2,9,1611.5,14905.0,37589.27596508009
7322.0,8395.9,5423.159177376034,2097.5,2883.1157894736843,4925.879373789467,3089048,monitor,10,2,2,95,9,7337.5,9108.5,4856.978175779669
94482.5,474963.75,1110948.889354827,97145.5,109418.2,89305.13531860127,173983157,free,10,96,2,2,0,126513.0,169057.83125,188987.63236801903
1933.0,94924.57083333333,456422.6029458119,7273.0,21649.15,30375.972010915055,92340655,free,10,2,96,2,0,39231.5,39004.2,15653.112129104416
9173.0,111694.1,281677.1131159894,2034.5,165515.20729166668,608809.221407658,161424252,free,10,2,2,96,0,12772.0,14788.55,7969.979518398038
140924.0,213539.8,211953.44686029028,17401.5,49205.2,53095.09202077662,539120676,free,10,96,2,2,1,93876.0,556110.1833333333,1637786.970692276
1016.0,267153.5333333333,909153.7303790583,910.5,229713.15,870434.3051735589,261287361,free,10,2,96,2,1,9274.0,11285.3,5811.837068930054
9539.0,166078.95,685116.2229287489,2283.0,125654.61354166667,444612.2467636241,124258109,free,10,2,2,96,1,17337.0,15405.05,5099.276331268152
87100.0,214352.35,249939.4300101895,30442.0,87846.8,128171.60543895829,216500865,free,10,96,2,2,2,119405.5,219225.91875,559601.9397071901
2718.0,55498.207291666666,444668.12923104235,2460.5,502707.7,1584718.008357426,63631750,free,10,2,96,2,2,7403.0,14965.85,15243.001756716529
13392.0,129119.9,438762.3060645047,1846.5,61971.02916666667,251942.9308444914,62402544,free,10,2,2,96,2,13962.0,16397.9,10548.93047659335
458205.5,1008891.8,1589713.9092634378,78052.5,405212.95,959771.3882335387,284879385,free,10,96,2,2,3,139247.5,267288.84375,585694.4950988381
2999.0,18114.44375,231396.9347267084,2686.0,201240.3,874513.534568797,21580990,free,10,2,96,2,3,4903.5,8315.9,10436.301920649257
33133.5,41596.35,23830.737083096785,3970.5,30701.182291666668,153031.67080011225,31061771,free,10,2,2,96,3,31199.0,37835.45,15677.853264952075
79234.0,326315.55,618921.5348004416,15926.0,182533.25,736332.1913171981,153241253,free,10,96,2,2,4,49552.5,149025.28854166667,604078.8139565985
2134.5,9656.290625,53462.57134260378,4457.5,40393.85,140714.99570680372,10716629,free,10,2,96,2,4,26209.5,31935.65,13363.410497856097
15994.5,98500.5,263827.292395393,3472.0,118167.5,462206.1763950894,116257912,free,10,2,2,96,4,19053.5,42355.1,107713.52915507925
53032.0,249237.7,515305.74701158574,85660.0,382500.65,738050.2052302742,198090254,free,10,96,2,2,5,112806.0,193182.79895833333,418486.28963685676
2856.0,74875.26458333334,320782.0917089167,2668.5,361227.7,711178.7900432486,80038065,free,10,2,96,2,5,25522.5,46662.85,101183.96970982841
17802.0,29438.8,43685.459707465954,4422.0,8871.110416666666,18204.515839862706,9599470,free,10,2,2,96,5,23326.5,24721.4,11146.153551314179
27449.5,42562.8,40308.26919027645,13189.0,20081.3,23421.361963409658,202385623,free,10,96,2,2,6,56526.0,209513.271875,632249.1177513347
3396.0,160231.475,728176.1093972092,4185.5,7413.65,6910.888344717913,154261480,free,10,2,96,2,6,9132.0,14549.55,13175.751237845187
6450.5,29494.35,72737.84952993506,2508.5,29875.48125,267315.05058301496,29652698,free,10,2,2,96,6,11636.0,19117.45,14108.729251872104
80900.5,220140.55,290944.42532959074,33283.5,129382.2,156931.8397506919,233071878,free,10,96,2,2,7,106187.0,235501.48229166667,573565.602203567
3059.5,446946.64166666666,1732272.835375899,2784.0,302241.3,1240545.519466467,435462102,free,10,2,96,2,7,10784.5,17425.0,13372.129291532956
21357.0,81821.7,207665.01028138664,4829.0,73485.53854166667,327812.0659607295,72831715,free,10,2,2,96,7,27173.0,32458.2,15064.356938080522
31636.5,99997.7,203248.2498934428,14627.5,51555.05,92242.8701112763,168209816,free,10,96,2,2,8,111411.5,172061.209375,345959.10673324554
3184.5,100400.6,473661.17834496766,8417.0,11656.4,12706.778756155894,96831985,free,10,2,96,2,8,3146.5,10714.05,15407.383351309545
15586.0,1045910.95,3949125.0436843066,2559.0,1125749.5666666667,3651611.244592993,1103043916,free,10,2,2,96,8,14563.5,70305.65,168433.81457455095
32319.5,722186.1,2116367.0043577757,16466.5,345261.2,1451362.193081368,200161457,free,10,96,2,2,9,37301.5,186263.03229166666,708801.009864395
1726.5,9982.50625,53950.00683160573,1086.0,24479.05,101834.86055191977,10289107,free,10,2,96,2,9,4454.0,10816.0,9344.164207506314
14157.5,91345.9,295439.17685690266,4043.5,36043.309375,224399.1275244032,36995515,free,10,2,2,96,9,25141.0,28351.0,19397.003626442165
22542.5,22659.2,5947.135821907091,5786.0,7526.55,3694.985470735625,177407147,lazy,10,96,2,2,0,50551.5,184170.24166666667,522536.95742042386
10141.0,224828.10104166667,781490.2077611827,7638.5,14733.95,24402.532384710445,216547211,lazy,10,2,96,2,0,17572.0,20877.75,9195.87128681585
13340.5,32284.15,78716.47733765784,2906.5,10606.807291666666,59732.75908734684,11109901,lazy,10,2,2,96,0,8791.5,14084.15,19689.348096115322
40195.5,44011.35,17261.079963392545,16496.5,46322.8,123343.50103102098,410349325,lazy,10,96,2,2,1,138603.0,425565.2520833333,1401173.4677915298
4126.0,16361.896875,106837.30703155493,5731.5,8061.65,6432.709957503791,16307926,lazy,10,2,96,2,1,13704.0,21963.6,27617.76837358229
14921.5,651899.15,1753138.9847922039,10531.0,431533.40208333335,1155615.2198958748,427732076,lazy,10,2,2,96,1,18246.0,21101.35,8423.9568479614
64101.5,66306.8,34848.946252437294,16475.0,26712.4,26396.52693741915,81916951,lazy,10,96,2,2,2,52410.0,83392.25729166667,128016.56075406297
4971.0,285431.659375,972406.4909064192,5774.5,474912.85,1517781.36947895,288093411,lazy,10,2,96,2,2,10299.0,229038.05,653638.9783447157
15438.5,20203.3,12618.825627650642,11401.5,12122.123958333334,7467.245729338512,12352658,lazy,10,2,2,96,2,15888.0,15567.65,6016.301156682131
21601.0,21298.1,8575.157484513653,8704.5,22102.75,47823.18886313912,101176140,lazy,10,96,2,2,3,25790.5,104487.628125,363964.2165424193
4772.0,79077.64479166667,257275.89286622344,3941.0,10443.1,24926.5510923171,76564016,lazy,10,2,96,2,3,8703.5,22030.75,42528.761405943675
11019.5,12727.55,4499.67954970129,5777.5,21921.313541666666,104717.86101202064,22621869,lazy,10,2,2,96,3,7077.5,66142.85,256262.4606967332
20132.5,22393.3,13182.348018228171,5860.0,6654.4,3469.585374894846,108710402,lazy,10,96,2,2,4,27208.0,112634.84166666666,336015.2631821074
1568.0,2849.31875,5140.232240816885,2891.5,3065.9,2208.895482505132,2939405,lazy,10,2,96,2,4,5980.0,7137.05,4373.665396137251
7187.5,8182.25,7969.680670318109,1946.0,11209.8625,85800.73308160498,11049389,lazy,10,2,2,96,4,4486.0,6213.8,5283.63290688678
20166.0,24102.15,14091.5567899998,6359.5,10437.95,8657.89261750894,37783397,lazy,10,96,2,2,5,15973.5,38638.119791666664,126796.6807059274
4348.5,68161.565625,242939.88310097114,5740.0,86462.9,237912.85618741295,68597812,lazy,10,2,96,2,5,6928.0,71672.55,289336.7582870348
9297.5,12554.65,7056.272299577836,2915.0,34764.571875,329822.3969774633,33914003,lazy,10,2,2,96,5,3826.0,14446.05,29964.317453782467
25385.0,25000.3,12128.332857621577,6103.0,8549.2,6111.074783581552,109710442,lazy,10,96,2,2,6,30152.5,113582.7625,312191.3631842033
1293.0,9216.729166666666,106840.13634516757,3760.5,7611.05,12789.379559763023,9206908,lazy,10,2,96,2,6,8753.0,10331.35,4525.753479285318
2747.0,127665.0,454569.6234561353,2041.0,26548.092708333334,242447.27216156654,28196879,lazy,10,2,2,96,6,7223.0,7870.5,4778.589656505689
20321.5,27678.6,36190.225716490444,4480.0,7067.0,4361.674195704407,204710282,lazy,10,96,2,2,7,42631.0,212516.01041666666,687931.0966181104
5627.5,195251.42395833333,545026.2569165216,5410.5,6525.1,4188.0005894032665,188204740,lazy,10,2,96,2,7,7225.0,31643.55,88746.68678499022
9686.0,9853.45,3717.653397889871,3903.5,5604.397916666667,16282.109704187056,5751923,lazy,10,2,2,96,7,6961.0,8731.6,3551.9660886242764
18788.0,17492.55,5325.8868742556315,18100.5,87087.25,308706.2600831301,40340050,lazy,10,96,2,2,8,25786.0,39842.13958333333,68265.86804459809
2137.5,6557.05,31675.92638312238,4229.0,12775.25,31350.861896781284,6949842,lazy,10,2,96,2,8,5459.5,19978.45,38372.60312346626
26365.5,27075.65,7047.777382192727,12354.5,13580.520833333334,16941.82554454006,14025525,lazy,10,2,2,96,8,17955.5,22335.6,8811.518176138608
31915.5,146649.75,506082.884033298,13780.0,23721.55,22751.560428786786,165729685,lazy,10,96,2,2,9,104295.0,169085.68645833334,334356.58189765963
9098.5,127546.94375,595423.2407347998,8107.5,182125.25,775044.1472729745,126791940,lazy,10,2,96,2,9,13444.0,35218.45,52839.009850154616
27562.5,224611.9,519008.4487445267,8949.0,54681.778125,308671.0572429262,57389774,lazy,10,2,2,96,9,15056.0,20151.45,13562.611289768958
97476.0,182603.0,242987.84955760973,29089.0,48878.85,49803.85173465899,221885626,optimistic,10,96,2,2,0,91052.5,226308.321875,600138.6516447744
5596.5,77306.71875,292398.1549388745,8366.5,8335.3,6483.397372073574,74846189,optimistic,10,2,96,2,0,20005.5,23251.65,8916.630507534488
8184.5,15919.25,22680.284630802376,6664.5,11228.05625,43054.1697255683,11471328,optimistic,10,2,2,96,0,18919.0,18700.45,5870.9135976483785
60578.0,70586.45,46647.95846209756,23831.5,37334.7,36718.75081452183,170593164,optimistic,10,96,2,2,1,79530.0,175452.85520833332,440199.1620270617
6598.0,98985.765625,367298.98670815665,5351.5,34089.65,121447.11975015256,96890941,optimistic,10,2,96,2,1,2830.5,59140.65,198623.59723045444
35407.5,37415.75,16460.803052850635,12297.0,13978.517708333333,22268.002822889805,15181566,optimistic,10,2,2,96,1,24492.5,50693.7,78251.43329583576
59771.0,173717.25,415760.0847509199,19422.0,42309.65,59338.51917091771,454319939,optimistic,10,96,2,2,2,85343.5,468749.37604166666,1430717.779398428
9245.5,229126.52083333334,772966.6861261514,9217.5,264917.1,768903.9625525003,225703852,optimistic,10,2,96,2,2,14317.0,22202.5,23083.269668288922
15695.5,30004.2,57224.996398427145,9386.0,12595.63125,40860.86662232824,13091680,optimistic,10,2,2,96,2,18625.5,19989.5,6521.311649628389
59522.5,91519.95,101365.1879599464,25057.0,40383.4,35909.86421642534,147940070,optimistic,10,96,2,2,3,88174.0,151356.253125,280600.1825635175
4727.5,29192.375,100587.73857151366,3571.0,34929.4,124963.24568759787,29758684,optimistic,10,2,96,2,3,6323.0,51770.8,188665.93014069242
9704.0,11131.5,7411.078694836038,5608.0,8820.811458333334,13189.79637428387,8992889,optimistic,10,2,2,96,3,5188.0,15114.0,24672.396845569405
28625.5,36473.0,25893.813565162014,7396.0,10749.4,8102.675772464563,165650446,optimistic,10,96,2,2,4,26762.0,171568.74791666667,650585.9104565937
4986.5,18538.069791666665,76754.90687586532,3658.5,9167.75,15979.185908632253,18469797,optimistic,10,2,96,2,4,18211.5,24494.75,26210.28612441467
8265.5,15455.35,25789.337732104064,5589.5,7553.848958333333,20188.65717513266,8134805,optimistic,10,2,2,96,4,11400.0,28700.15,60457.218517486006
68638.0,113950.2,124989.49307488126,58834.5,285369.4,688275.5604754767,192500157,optimistic,10,96,2,2,5,55902.0,192201.83854166666,475320.25114802795
1744.5,13443.001041666666,115868.7139596005,1311.0,17584.9,66275.5292610446,13366444,optimistic,10,2,96,2,5,5673.5,5473.25,3772.6033573787295
11078.0,14093.1,8261.79585358509,5934.0,20673.378125,107439.21092414958,20447601,optimistic,10,2,2,96,5,13955.5,15964.8,8531.92061798391
44941.5,44766.8,22435.22926724138,13569.5,22779.55,37750.86952149509,186559090,optimistic,10,96,2,2,6,43104.0,192925.16979166667,643187.7488155835
4871.0,24284.1,132751.2722508818,10447.5,38156.25,129630.00274744513,24666895,optimistic,10,2,96,2,6,23754.5,29551.7,14999.37981209118
9376.0,11546.05,7195.366568146476,4283.5,17163.713541666668,96654.53476796582,16906569,optimistic,10,2,2,96,6,7354.0,9924.15,6796.263820930159
44880.5,99581.05,200931.3515945905,13713.0,22236.1,22490.70656936935,117309040,optimistic,10,96,2,2,7,29100.5,119659.059375,383597.9108828362
4590.5,62621.68958333333,269067.54069474014,3528.5,99027.25,396935.61465317284,62331020,optimistic,10,2,96,2,7,10138.0,11682.65,4508.3503842139535
25173.5,33013.8,31676.8452120705,11986.0,18564.01875,62829.48384400371,19529011,optimistic,10,2,2,96,7,15056.0,52363.85,150540.81898530308
22993.0,41958.1,69694.82648012503,36092.5,221879.5,511736.5727055998,300528335,optimistic,10,96,2,2,8,32643.0,307553.7322916667,1194477.909117796
3480.0,114488.59166666666,499071.6092670222,6461.5,6803.25,5556.526403343426,110166672,optimistic,10,2,96,2,8,4421.0,6077.95,7987.650714993542
22106.0,24837.3,11094.15838747202,12409.5,17777.910416666666,63942.266123884445,18055502,optimistic,10,2,2,96,8,20081.5,24598.1,14278.60369813593
73001.5,98460.75,66576.649846051,18722.0,28288.75,22416.24206938259,1779862051,optimistic,10,96,2,2,9,122532.5,1851382.3552083333,4885517.224964402
1610.0,8616.601041666667,69995.663001548,5045.0,6902.35,7438.424375285542,8639915,optimistic,10,2,96,2,9,8720.0,11496.55,10736.687014624204
4481.0,6838.9,7529.755213047835,3403.0,4552.614583333333,5390.211222130568,4724306,optimistic,10,2,2,96,9,8326.0,10850.9,11683.106922300023
1844736.0,10829952.6,13967272.955437366,3327610.0,6772474.8,8295781.737698431,8135111413,fine-grained,10,96,2,2,0,4504345.5,8107357.151041667,8404343.978053376
1076.5,3385.672916666667,11900.00085783051,1114.5,5477.1,8710.296096846354,3840676,fine-grained,10,2,96,2,0,19721.0,24044.4,13527.105787620414
108136.0,558277.1,1224070.7429611506,55316.0,471489.29791666666,1491519.8220548378,468418431,fine-grained,10,2,2,96,0,82003.0,231158.15,496304.1574042734
4831715.0,10873521.2,12377002.318635302,11041146.0,10925823.1,7793143.139886397,9670744259,fine-grained,10,96,2,2,1,8653941.0,9619538.930208333,8425118.898878722
1573.0,4337.8375,15841.364712445426,4196.5,17252.6,19550.775306742617,5195306,fine-grained,10,2,96,2,1,14539.5,34296.5,57385.69876536726
45260.0,1625104.75,4933401.132083763,26158.0,1589006.265625,3470893.313308841,1597679380,fine-grained,10,2,2,96,1,235441.0,1986563.5,3500306.2039526664
7463238.5,9923162.1,10139166.359534174,7875141.5,9233537.0,7696602.102206668,7038892875,fine-grained,10,96,2,2,2,4808346.5,6933082.180208334,7414269.822421149
899.5,673170.9541666667,1933106.5819657594,1299.5,648230.05,1808976.792354218,672823505,fine-grained,10,2,96,2,2,10345.5,680739.4,1581150.1477608134
35542.5,100887.3,166985.5176106441,45244.0,504682.24583333335,1229306.5740950615,490777627,fine-grained,10,2,2,96,2,175108.0,213246.25,185795.40816825343
5609313.0,11016372.15,12452678.158290679,7025467.0,9234168.8,7641823.157929352,9296184189,fine-grained,10,96,2,2,3,7401019.0,9261638.927083334,8088836.589768424
1653.0,22075.66875,98402.17675177545,2811.0,118792.7,282092.1461214029,27368102,fine-grained,10,2,96,2,3,125822.0,189980.3,292611.2685021402
57438.0,832513.95,2834525.943828935,64668.5,1329803.046875,2796217.7806131165,1333199581,fine-grained,10,2,2,96,3,92133.0,1996918.85,3525468.720544416
1492440.0,5051390.25,7145984.595601732,1309680.0,4016896.7,5541583.667840915,4112955978,fine-grained,10,96,2,2,4,1375096.0,4095406.4989583334,5983005.237678922
2484.5,1566777.51875,4272335.277789164,1462.0,1355186.0,3410148.308601409,1567563402,fine-grained,10,2,96,2,4,7554.5,1817663.2,3646805.0518037467
130457.0,2704265.5,4489672.739248896,41741.5,1791993.871875,3201464.193614643,1792527784,fine-grained,10,2,2,96,4,97735.5,906417.85,1650215.9677238509
7111825.0,12499202.6,14384549.039076101,7902447.5,10548623.25,8871087.035810085,11583158711,fine-grained,10,96,2,2,5,10310958.5,11585627.285416666,7255622.24049256
1214.5,737576.6802083333,2028847.9222963848,1028.5,1034863.5,1981017.7914115791,745310889,fine-grained,10,2,96,2,5,4985.0,827000.3,1726252.7287465944
158706.0,2529400.5,5687953.4866961045,93263.0,1810642.6364583333,3092664.2453158675,1835024594,fine-grained,10,2,2,96,5,429690.0,2310982.65,3216447.5259067593
3752801.0,7911015.3,9733255.542839022,4244836.0,8005142.7,8191651.929708665,6260302328,fine-grained,10,96,2,2,6,2949855.0,6189561.633333334,7704875.24809394
2498.0,1699409.271875,4031298.5737528834,1739.5,1983126.8,4107048.3971509603,1712058951,fine-grained,10,2,96,2,6,9613.0,2048175.7,3563497.937617373
57488.5,882010.15,3545046.115511472,38830.0,1589761.8239583333,3835725.1939590806,1581102092,fine-grained,10,2,2,96,6,167111.5,1864526.9,4045944.3180516213
6221171.5,10841459.95,12162562.988980833,6885103.5,10599045.9,9751158.45212397,8857673220,fine-grained,10,96,2,2,7,5260256.0,8780065.732291667,8932489.466737455
1492.5,275638.1697916667,939652.305689271,3117.5,33358.65,121760.06849679716,275502855,fine-grained,10,2,96,2,7,74002.0,511151.95,1029681.8440285061
36464.0,1552049.1,3268562.506347157,46666.5,1354011.0635416666,2777449.987716969,1373279224,fine-grained,10,2,2,96,7,396666.5,2119381.05,3430172.9276038497
262059.0,7297003.65,13555861.691750094,4593098.5,6603639.45,7992866.085471926,5383351160,fine-grained,10,96,2,2,8,2963579.0,5318060.727083334,6984424.447605985
1531.5,298437.1927083333,861610.9474306506,19975.5,227566.15,551192.3510077016,297789539,fine-grained,10,2,96,2,8,2295.5,336925.55,839841.5014817395
99793.5,1701109.45,3422486.8796049533,42160.5,1148441.1791666667,2545475.901613257,1170820813,fine-grained,10,2,2,96,8,203089.0,1714754.6,2735957.7958147326
1308651.0,4734805.85,6021911.793052814,55279.5,1184085.8,2429429.7358840276,4817126001,fine-grained,10,96,2,2,9,4068738.5,4894529.341666667,4818633.243452409
3071.0,32855.80416666667,200639.65262090781,3015.0,96282.7,325535.77916819236,41012106,fine-grained,10,2,96,2,9,95257.0,377244.0,766308.2084691237
30174.0,654029.65,1874649.5664321757,33562.0,679471.3354166667,1970036.6913679224,683729981,fine-grained,10,2,2,96,9,77392.5,917845.3,2068196.7132932395
47321.0,93211.55,201985.9785366757,11574.5,20646.4,17801.450172742432,150475903,monitor,10,96,2,2,0,13273.5,154373.69166666668,474981.9927165021
757.5,1985.5104166666667,24208.951971271632,598.5,1272.2,1768.6611231157462,2023227,monitor,10,2,96,2,0,2788.5,4584.65,4841.4323051953825
11118.5,12819.0,9689.65430918869,2968.5,3629.4895833333335,2780.444823020998,3884258,monitor,10,2,2,96,0,4899.0,7178.4,5409.054498562669
42735.0,227616.6,400241.020730128,16269.5,53407.8,138138.21342470165,61000853,monitor,10,96,2,2,1,11246.0,57687.880208333336,207612.77356153616
766.0,15935.617708333333,114878.895937329,611.0,981.35,1087.54098652346,16058641,monitor,10,2,96,2,1,2785.0,37041.05,114822.22980144706
6130.0,6820.3,4784.922450012286,2373.0,3146.335416666667,3588.628833857111,3369112,monitor,10,2,2,96,1,8867.5,10611.2,5238.842666487563
54012.5,758690.55,1763715.7262590302,14823.0,323311.0,1193607.6227695951,653188108,monitor,10,96,2,2,2,12543.0,657862.5802083333,1962861.3563512673
1845.0,2896.58125,10465.183885718418,2141.5,2802.45,1911.5851915980209,2932707,monitor,10,2,96,2,2,1677.0,4797.0,6028.641323758307
5389.5,6452.55,4347.160712525627,2544.0,4339.572916666667,29464.270166758677,5261825,monitor,10,2,2,96,2,7270.0,48339.2,175970.69363439022
50311.5,53012.65,31799.572862531877,5815.5,11177.05,10873.460512812111,76864336,monitor,10,96,2,2,3,12050.5,78729.73125,246796.48287403828
