logOut_medianTime,logOut_meanTime,logOut_stdTime,apiRequest_medianTime,apiRequest_meanTime,apiRequest_stdTime,totalTime,mode,actions,logIn_threads,logOut_threads,apiRequest_threads,repeat,logIn_medianTime,logIn_meanTime,logIn_stdTime
45126.0,56573.08571428571,47878.41368515711,23835.5,40613.68913043478,82590.40521874964,123658404,optimistic,10,46,7,46,6,38535.5,219599.9804347826,685325.1804691537
10239.0,68204.90434782609,387370.10857712553,4352.5,26396.8,171814.7271485999,133027595,optimistic,10,46,46,7,6,9974.0,216968.6152173913,694979.2775422909
1222.5,3563.8,8640.675761013816,3325.5,4214.478260869565,4812.771056629964,4110069,optimistic,10,7,46,46,7,3148.0,7600.871428571429,14341.314506203345
16511.0,30077.214285714286,64161.910598493465,8029.5,19467.621739130434,94397.6594663202,18300487,optimistic,10,46,7,46,7,9231.0,15739.078260869564,33024.44248928461
4524.0,18276.03695652174,107662.21730983682,8360.5,11395.242857142857,9633.937089202751,41512299,optimistic,10,46,46,7,7,3741.5,70234.03260869565,361650.8695416326
2333.0,28012.88695652174,108837.74905984692,2678.5,37299.29565217391,115493.60993452238,30982340,optimistic,10,7,46,46,8,3409.0,13410.514285714286,52645.17697791532
17603.5,21022.32857142857,11025.780196813612,7914.5,10748.519565217392,16436.703561581133,58696570,optimistic,10,46,7,46,8,14254.0,113653.6695652174,384241.09199235967
10894.5,25355.38695652174,91799.59307413953,20933.5,132059.42857142858,521523.66505179805,52855975,optimistic,10,46,46,7,8,14835.5,69452.90652173913,253370.12181879836
1798.5,6048.526086956522,37639.01606517415,1224.0,2846.491304347826,15599.93122987504,5190026,optimistic,10,7,46,46,9,8570.0,15690.257142857143,42267.305607233095
11185.5,26921.52857142857,111329.79738306472,7452.5,19016.234782608695,79195.44311364477,31380259,optimistic,10,46,7,46,9,11986.5,45104.965217391305,149721.54349443532
12117.0,26051.908695652175,90668.89537666095,10248.0,14270.057142857142,11571.761196338834,34437199,optimistic,10,46,46,7,9,10087.5,46640.03695652174,174970.1259031464
2070.5,1452141.6565217392,3938260.57270754,5527.5,1115802.15,2600492.418395711,1227827820,fine-grained,10,7,46,46,0,47143.0,665338.1285714286,1937900.626905154
5618832.5,10200046.242857143,11163540.259238303,7969864.0,8761895.052173913,5908283.564138183,9159516418,fine-grained,10,46,7,46,0,8056368.0,9597916.210869566,5940777.233923877
842637.5,5786329.958695652,7525186.238664221,1469623.5,3689610.6714285715,4513859.035558617,5145031437,fine-grained,10,46,46,7,0,4233864.5,4837058.497826087,4353332.733086531
1596.5,1220327.552173913,3518496.9175566616,8674.0,1141427.104347826,2911334.6149309627,1155598932,fine-grained,10,7,46,46,1,16977.5,988454.1428571428,2805934.8873835327
5878660.5,9794564.228571428,11161997.7354067,7832354.0,8206476.867391304,7006903.516117081,8476346095,fine-grained,10,46,7,46,1,8058528.5,8729885.304347826,7222474.633836686
129587.5,2276250.665217391,3899062.1742330436,299066.0,2303561.9571428574,3633141.577578857,2114190372,fine-grained,10,46,46,7,1,340006.5,1969273.3239130434,3196079.35919779
2338.5,848361.4326086957,2155277.746200932,3391.0,1282522.0173913043,2379196.175691409,1059793457,fine-grained,10,7,46,46,2,84199.0,1136958.142857143,1996879.8511730365
67722.0,4382397.728571429,7561757.268374684,3057236.0,4440193.569565217,4686882.706679797,4011508406,fine-grained,10,46,7,46,2,1246144.5,3613590.2673913045,4882539.905559069
141777.5,5042473.4130434785,8397720.768495563,1549132.0,4426994.014285714,5648507.118786784,4055138314,fine-grained,10,46,46,7,2,167552.0,3099371.658695652,5414678.650779388
2630.5,1511540.7804347826,3066096.7392198574,9844.5,1640279.0543478262,2525603.320489831,1571362674,fine-grained,10,7,46,46,3,18591.5,1736079.2857142857,2760169.4311758624
1922210.5,8568059.771428572,10942248.302300207,7199717.0,7579787.404347826,5780793.26060418,7748763312,fine-grained,10,46,7,46,3,8157430.5,7961515.047826087,6318909.5830109455
77780.5,2603594.6326086954,4182213.1993058505,30384.5,1118395.5142857144,2581929.9462588606,2319598686,fine-grained,10,46,46,7,3,382696.0,2268820.584782609,3219177.8688911027
1544.0,13737.476086956522,79287.77457593459,7727.5,20124.291304347826,66447.80027432226,22800009,fine-grained,10,7,46,46,4,12510.0,103194.22857142857,431856.71059612295
2147647.5,5102049.014285714,6764527.363663038,1933860.5,3664098.6760869566,4605047.347705989,3893235198,fine-grained,10,46,7,46,4,2776228.0,4023057.3391304347,5032926.350971171
3528047.0,8923607.75,10760921.43386908,6501218.0,7307443.171428571,7262154.254502353,7391926633,fine-grained,10,46,46,7,4,1619643.0,6033795.752173913,7626272.803477118
1273.0,3441434.389130435,6625397.31506399,3635.5,2909674.297826087,4800303.918268361,3064982295,fine-grained,10,7,46,46,5,15931.0,2049604.2714285713,4727928.8808725085
736901.5,2922905.0857142857,5455757.612502646,167556.5,2093338.5,4406222.986427165,1955614367,fine-grained,10,46,7,46,5,177854.0,1713207.1760869566,3926674.04085409
216146.5,2959459.0956521737,3965905.464561051,101896.0,1588840.357142857,2467452.999545577,2534115998,fine-grained,10,46,46,7,5,431217.0,2307708.6717391303,3161859.0638583535
1491.0,1141686.206521739,3049443.8015970816,956.0,1178134.0,2902146.6567229764,1169739147,fine-grained,10,7,46,46,6,2237.0,1466026.4571428571,2896331.470429385
4404022.5,7578458.114285714,9903141.92904958,5332694.0,7469946.013043478,6790861.346969926,7165275954,fine-grained,10,46,7,46,6,3273095.0,6953497.217391305,7213328.489601485
3616985.5,7137250.780434783,8664935.172447218,4795655.0,5945153.2,5996637.123713406,6346920189,fine-grained,10,46,46,7,6,3054308.5,5755704.57826087,6538892.659331815
1731.5,296855.5869565217,816232.0552075701,8066.5,124625.10217391304,443665.8813972372,207099689,fine-grained,10,7,46,46,7,72702.0,188836.74285714285,519633.74436618324
2009720.5,6677474.514285714,7883221.358315105,7325510.5,6667179.789130434,5010390.063377383,6628013970,fine-grained,10,46,7,46,7,7218695.0,6725408.806521739,4757516.545459032
17532.0,1088953.6586956521,2665461.411115626,18831.5,1375166.0857142857,2883386.7389039593,1467064899,fine-grained,10,46,46,7,7,288652.5,1891053.456521739,2752721.2115198653
2082.0,663964.45,1985884.6375403574,1545.5,222608.26086956522,757038.830162318,459052543,fine-grained,10,7,46,46,8,1784.5,731844.2285714286,1501145.1453741803
140602.0,3977266.942857143,7112285.5807657195,3145309.5,6757298.686956522,7819822.3108040495,4685496128,fine-grained,10,46,7,46,8,95215.0,2823326.1869565216,6202539.648286795
627254.5,1648684.3195652175,2114382.8779402026,567874.0,1099053.2142857143,1457044.6883227278,1142972188,fine-grained,10,46,46,7,8,76617.5,668790.6,1266288.9669150743
1701.5,649969.0239130434,1880245.0590250075,5464.5,521900.64347826084,1549779.3310407766,572148407,fine-grained,10,7,46,46,9,41630.5,472690.85714285716,1274159.571393247
5365202.5,9657851.285714285,10089413.104041407,5210055.5,6985046.460869566,7182486.5408557765,6691220991,fine-grained,10,46,7,46,9,2708980.5,6091413.106521739,7147222.4073809
94489.5,3043445.1739130435,4277158.979005853,1815731.5,2913327.7,2881927.1948955446,2533253741,fine-grained,10,46,46,7,9,73535.0,2020295.7,3175805.6514302213
1288.5,1948.713043478261,1702.489702010092,1279.5,21739.90652173913,132816.51299419353,11239100,monitor,10,7,46,46,0,3913.5,4890.5,4260.74858956478
11958.0,63633.92857142857,201797.71815369543,2697.5,8958.523913043478,44002.60387865499,12095511,monitor,10,46,7,46,0,3870.0,7652.641304347826,21160.310200920063
2472.0,4584.708695652174,9755.196603744182,1869.0,2224.2714285714287,1669.467292641826,3899271,monitor,10,46,46,7,0,1917.5,3553.491304347826,7549.321738274586
1182.0,2954.804347826087,14317.93114204061,1548.5,32207.508695652174,171471.71973027216,16469535,monitor,10,7,46,46,1,2465.0,4212.442857142857,4631.117646541455
8956.0,141451.95714285714,450518.7579983329,2874.0,72836.59347826087,465257.34509776696,100953714,monitor,10,46,7,46,1,3315.0,125102.70434782609,612937.6880924817
4276.0,13373.208695652174,69116.43468747806,3262.5,11326.614285714286,44623.46320019887,13553082,monitor,10,46,46,7,1,2670.0,14366.397826086957,100629.41499820321
1179.0,3942.1652173913044,23142.061747679872,1000.5,2689.473913043478,19627.14215280625,3719139,monitor,10,7,46,46,2,3915.0,9551.214285714286,44916.545716131805
9329.0,60947.02857142857,251492.9674466656,4935.5,102729.21086956521,431167.3880964189,138768088,monitor,10,46,7,46,2,5952.5,189665.99782608697,597690.6418498873
3365.0,37105.54782608696,309050.1972060492,1729.5,259795.45714285714,819643.004917945,77303205,monitor,10,46,46,7,2,2072.0,91410.80652173913,479770.24284608575
1255.0,1984.7652173913043,2130.513366307823,1419.0,3076.1652173913044,25638.01259778006,4095139,monitor,10,7,46,46,3,5253.5,25244.442857142858,80144.86314795187
11527.0,111714.21428571429,672177.3871908743,2786.5,462680.4652173913,1500650.872769841,395252516,monitor,10,46,7,46,3,3096.5,379564.1456521739,1564038.858864797
3398.5,20494.33043478261,121258.68325541107,2212.0,14674.742857142857,55555.78054210979,22792642,monitor,10,46,46,7,3,2492.5,26821.778260869567,223300.31261922093
1280.0,1789.736956521739,1438.0359436056626,1850.0,2449.391304347826,2322.23432036997,2234106,monitor,10,7,46,46,4,2269.0,4058.6714285714284,7023.755145201999
14268.0,48253.47142857143,180134.46280750513,7397.5,29274.584782608697,128446.14054935818,36429296,monitor,10,46,7,46,4,3757.0,42576.617391304346,178334.13093051533
4650.5,173534.71739130435,605642.1243737477,2077.0,53020.97142857143,285490.75383022457,178509435,monitor,10,46,46,7,4,2458.5,206460.86304347825,814350.2179499463
829.0,1445.945652173913,1831.7322418286128,862.0,1161.195652173913,2016.7611777082923,1416689,monitor,10,7,46,46,5,1495.5,3105.7714285714287,3810.1492426604177
9638.5,270184.3714285714,865933.6256707106,5436.0,50913.80869565217,275473.3625020178,111369188,monitor,10,46,7,46,5,4543.5,150078.10869565216,609086.1142327329
3549.0,363797.8804347826,1238952.5836335625,1634.0,78614.95714285714,405917.1727649508,307680445,monitor,10,46,46,7,5,2633.5,293109.5065217391,988766.1347172796
984.5,2308.3565217391306,10542.54438925503,1376.0,2377.1195652173915,9967.289024049669,3261160,monitor,10,7,46,46,6,1707.5,15797.728571428572,102739.27286800796
4348.0,9185.828571428572,22923.427795864547,4692.5,11469.095652173914,46809.30099897474,8055815,monitor,10,46,7,46,6,2833.5,4645.702173913043,17861.95597458195
5487.0,36844.26956521739,258053.08173858572,2698.0,18338.342857142856,73516.2648214736,20721601,monitor,10,46,46,7,6,3444.5,5412.071739130435,18454.839608316797
1257.0,1803.041304347826,2146.7145430738847,1311.0,3985.621739130435,44099.53853394291,3091688,monitor,10,7,46,46,7,3183.5,6127.185714285714,6269.683123751688
9035.5,9579.314285714287,6139.8793679856735,3543.5,6153.580434782609,26474.557984917974,10716731,monitor,10,46,7,46,7,4107.5,15685.939130434783,58475.19551497716
3707.5,25534.69782608696,244949.53044106104,2589.5,7189.685714285714,32758.012960452656,52413075,monitor,10,46,46,7,7,4124.0,87312.68695652173,524036.5634145036
1345.0,2277.7021739130437,8729.203420821786,1169.0,1380.15,1052.7044708469593,1880871,monitor,10,7,46,46,8,1053.0,2832.2714285714287,4614.274207444838
11989.0,88529.72857142857,305252.8692962,4756.5,99710.61086956522,455244.8485093049,117445222,monitor,10,46,7,46,8,8201.0,142133.1739130435,505012.62315957446
4447.5,8859.615217391305,38319.09652769901,3022.0,3744.714285714286,2689.397525026571,9755040,monitor,10,46,46,7,8,2984.5,11777.145652173913,71622.03008901955
1223.5,1838.3282608695652,1565.3213048556124,994.5,2786.560869565217,33356.731598121856,6447737,monitor,10,7,46,46,9,1644.5,61718.4,239712.80873762496
13750.5,353604.6,766010.5927396278,6299.5,134355.4804347826,516817.1912537695,158348880,monitor,10,46,7,46,9,3736.5,156071.8195652174,566922.0451795255
4874.5,75443.59565217391,379931.1642862505,2280.0,11918.242857142857,52013.301065148604,58596968,monitor,10,46,46,7,9,2953.5,50127.47173913044,255507.9318160608
2264.5,18792.589130434782,91990.31612836901,1300.0,6259.304347826087,43132.65466143331,13642689,free,10,8,46,46,0,17676.0,26485.225,43293.710116423805
20780.0,622758.975,1655838.5319913642,10212.0,307110.6608695652,1089328.0890801828,254219205,free,10,46,8,46,0,26074.0,137233.87608695653,620493.3041254677
9905.5,37702.5847826087,149679.01781704312,1476.0,2506.3125,3154.445244387953,30921785,free,10,46,46,8,0,16930.0,29082.80652173913,95620.97018335268
4053.5,168158.47608695654,725973.188737727,1300.0,40770.5,278537.3186514907,98532246,free,10,8,46,46,1,7355.5,30311.4625,172407.18107683142
36556.0,603271.9375,1849899.2098491788,11252.5,414137.1934782609,1378486.128567129,283206795,free,10,46,8,46,1,24221.0,96612.89347826087,253196.9340236222
17586.0,1229806.0152173913,3110671.635711211,7590.5,920718.1,2311828.9850644046,698992629,free,10,46,46,8,1,22405.5,129618.29130434783,340520.7721588541
2286.0,102688.61304347827,371182.3939893877,1182.5,96187.73043478261,353116.5162428564,92829177,free,10,8,46,46,2,14286.5,16825.7375,8346.870779896946
22415.0,823446.875,2356841.738540314,9371.0,655276.5652173914,1852168.6899550536,388159882,free,10,46,8,46,2,30234.0,45341.11304347826,87180.411158974
16122.0,706582.0391304347,2239991.153452576,8026.0,767223.8,2619416.7877417295,451852420,free,10,46,46,8,2,20932.0,142275.6043478261,443310.17322416994
2633.0,89363.23695652174,334892.49003899255,2024.5,49163.610869565215,258816.58508386498,67707227,free,10,8,46,46,3,22652.0,49810.9625,145081.77461575525
13166.0,169345.3875,920115.8482919213,6697.5,121063.82826086956,779561.7817220846,93166118,free,10,46,8,46,3,16072.0,52019.83913043478,121639.74644744938
12043.0,27746.543478260868,92227.1745488256,4790.0,203294.15,575144.8175183624,54997171,free,10,46,46,8,3,18118.0,56457.01956521739,207592.31881686312
2104.0,87638.93260869566,633139.9095655639,916.0,19945.869565217392,170391.1913890143,50655616,free,10,8,46,46,4,8819.0,14582.5875,13151.123669268673
19026.0,274976.8875,649306.8942066833,6396.5,88985.55652173913,366752.25042829826,75598738,free,10,46,8,46,4,11228.5,27537.458695652174,66036.74957216711
16012.0,1610254.2369565216,4423942.028080055,8884.0,1519016.45,4441780.7998178,1032008742,free,10,46,46,8,4,39730.5,369066.25434782606,994604.946098514
2737.5,248260.96956521738,958798.7536287423,1351.0,193354.15869565218,1022456.8685407303,211334680,free,10,8,46,46,5,14903.5,102396.5125,409233.57670415536
26778.0,546620.55,1184625.5502982645,11508.5,321576.3804347826,1009794.1589964477,230425508,free,10,46,8,46,5,21196.5,84284.19347826087,395975.05915579764
11529.0,331378.5869565217,1216136.2813422703,3837.5,34356.4375,128591.016564178,193988360,free,10,46,46,8,5,15229.5,84360.20652173914,345569.9497070963
4907.5,369622.6152173913,1043784.0079916167,2748.0,253657.45652173914,857996.4516009806,291329903,free,10,8,46,46,6,15997.5,57763.375,127122.14419274635
25807.0,298841.85,691297.3538958617,8090.5,82956.95652173914,443269.44024178333,95394186,free,10,46,8,46,6,39825.5,72449.21304347826,149330.6886266388
18622.0,804096.3608695652,2332671.461760706,9987.5,572852.6375,1895794.584390757,481544973,free,10,46,46,8,6,22936.5,143113.99130434782,400517.03473894636
3688.0,170322.3456521739,619782.4536292707,2356.5,244559.37391304347,806035.9217869622,191401133,free,10,8,46,46,7,4356.0,6944.275,8085.99217114215
22134.5,739303.9375,1655737.647233794,11118.5,621532.0239130434,1549730.2000698755,407318790,free,10,46,8,46,7,22943.5,135369.00869565218,409244.30501254695
10633.0,253598.85217391304,864515.2841321445,2220.5,7338.95,25220.43361179757,128217775,free,10,46,46,8,7,12270.5,23859.102173913045,54124.31664833902
3114.0,232215.30869565217,814044.5846605478,1280.0,159838.8260869565,653037.7981767037,181133277,free,10,8,46,46,8,5577.0,9854.6875,16372.708429156457
28557.0,659361.1875,1824696.4990838235,10426.0,618846.2673913044,1866661.4674269925,368717232,free,10,46,8,46,8,22621.0,68041.42173913044,169252.58515831197
14972.5,963794.5239130434,2987109.0023183795,4554.0,644218.4,2805984.2501214137,552812772,free,10,46,46,8,8,40149.0,125934.38913043478,531284.2795110504
3644.0,715914.8065217391,2313890.5853164615,2168.0,367551.0804347826,1256416.3272913892,503723060,free,10,8,46,46,9,7467.0,66609.4,392297.1507904355
25912.0,958447.8875,2447855.2808991536,11393.0,629731.6,1795008.6358732614,403740759,free,10,46,8,46,9,27702.5,81279.11304347827,213801.83742678125
11150.5,174149.3347826087,703126.630931441,3503.0,215249.525,663590.6453016595,117293847,free,10,46,46,8,9,9207.5,43402.58913043478,176214.21675019048
5658.5,23946.858695652172,127519.01998805588,2554.5,82956.64130434782,354881.60967650585,51288668,lazy,10,8,46,46,0,9809.0,26413.225,58750.6616367753
5140.5,223065.5125,1230094.820341963,3268.0,178801.6891304348,1180680.0303099696,105029060,lazy,10,46,8,46,0,4964.5,10728.352173913043,23229.08084857434
2915.5,116117.47173913043,331527.880959243,1657.5,5945.1125,20456.909099337954,64708770,lazy,10,46,46,8,0,5632.0,23519.834782608697,88429.70605941636
5897.5,15241.847826086956,55694.603611606006,4672.5,103006.41739130435,434488.06687262916,56652139,lazy,10,8,46,46,1,10683.0,28224.2125,89216.56904235025
16865.5,28892.5,76883.24980124085,9340.5,20190.134782608697,67292.15319332232,40212871,lazy,10,46,8,46,1,13211.0,62204.367391304346,298069.6996065812
5621.5,83650.7152173913,375340.39523220947,2711.0,3272.4875,2374.8638601553885,84658857,lazy,10,46,46,8,1,3375.0,99821.15,513587.1221815484
4994.0,20309.410869565218,74521.74683424519,4171.5,10756.506521739131,49097.64027876811,14879398,lazy,10,8,46,46,2,5004.0,7363.45,8040.730190565304
8726.0,22487.0125,105979.21581385111,4983.5,10000.139130434784,42308.65027481332,44167427,lazy,10,46,8,46,2,6282.5,82105.22173913043,270306.2434603253
6998.5,21269.380434782608,163928.18870513001,3622.5,25676.4125,187293.62953399552,86540156,lazy,10,46,46,8,2,9154.5,162395.9304347826,657726.6786292444
5321.0,235970.40652173912,561065.9861679559,1934.5,178442.64782608696,483154.2004659067,191298497,lazy,10,8,46,46,3,6461.0,8356.15,8039.365742820477
16578.0,21138.7375,17381.727539191183,8351.0,25415.158695652175,150662.34421854693,18168467,lazy,10,46,8,46,3,7077.0,10405.20652173913,13797.054795705031
5308.0,8119.117391304348,23297.448834015133,2677.5,3937.2875,4483.338293957932,21563769,lazy,10,46,46,8,3,4183.5,38073.89565217392,191612.84192713216
1999.5,11355.641304347826,80265.80867823384,4020.0,65622.85434782608,330757.20214268594,36498546,lazy,10,8,46,46,4,7078.5,13605.475,55509.53204835378
10596.5,10932.5375,5928.421291645372,4723.0,11318.332608695651,59445.49809461619,27199449,lazy,10,46,8,46,4,5021.5,45909.59347826087,417505.6754266536
5562.5,9740.77608695652,36754.95519966947,3915.0,8205.1125,23773.89582469365,9219618,lazy,10,46,46,8,4,3209.5,8874.895652173913,29115.702409292368
4891.0,15332.295652173912,150602.98140861272,1737.5,3663.9347826086955,12826.442393549361,13023461,lazy,10,8,46,46,5,7414.5,53564.9375,238669.01167942607
17284.5,21106.125,14629.799817257855,7959.5,15402.445652173914,55946.170552694675,33380777,lazy,10,46,8,46,5,24005.0,53493.830434782605,117818.75259506083
7789.0,12277.27608695652,48033.15285252584,4878.5,36417.05,271584.3892955474,21749664,lazy,10,46,46,8,5,9403.0,28671.202173913043,102663.09021949687
4111.5,21537.045652173914,86217.04338392157,4565.5,7632.595652173913,30626.67486792806,14176487,lazy,10,8,46,46,6,7878.0,9480.65,8228.301076779251
8868.5,9685.075,5222.036543838991,5277.0,9477.939130434783,26543.29471163654,54935717,lazy,10,46,8,46,6,9635.5,108263.17173913044,335645.53030723875
6472.0,9579.304347826086,31907.18665242594,6466.5,94496.9625,443549.9624972393,48822302,lazy,10,46,46,8,6,5489.0,80121.88043478261,368204.5402013412
1731.0,3698.1847826086955,8307.590538549366,4874.5,7319.567391304347,14204.86387893168,6469608,lazy,10,8,46,46,7,8646.5,17518.025,51003.76234793799
9609.0,13134.1625,15358.013460544698,6427.0,20784.152173913044,135513.21791299857,34203123,lazy,10,46,8,46,7,13925.0,51286.260869565216,292161.94913227216
9431.0,62966.489130434784,336548.54442110256,6015.0,97019.925,400732.3121029,67699848,lazy,10,46,46,8,7,5871.0,67334.06304347827,362532.30930886936
6164.0,195081.9956521739,847816.9228054862,2442.0,138285.62173913044,753810.1524990557,154509178,lazy,10,8,46,46,8,8991.5,14500.925,27947.608013755063
14273.0,16849.425,11762.296829410681,10482.5,17877.545652173914,50791.77540655555,21362191,lazy,10,46,8,46,8,11653.0,25631.665217391303,78225.29522463535
5655.5,46526.31086956522,196809.25472702237,2465.0,19739.2875,149978.13096499015,66628002,lazy,10,46,46,8,8,3935.5,94884.25217391305,317549.42724020325
4643.0,10173.273913043478,58373.48856639157,1752.5,2766.1478260869567,4396.8907275031415,7699706,lazy,10,8,46,46,9,7535.5,21844.65,66283.40846470355
14756.5,18380.4,16740.09688249871,9299.0,15864.091304347827,18423.741629247706,21602119,lazy,10,46,8,46,9,12908.0,27900.445652173912,83853.9856129692
9504.5,12976.521739130434,27614.25597600737,3537.5,10779.1,51520.61240805728,17082720,lazy,10,46,46,8,9,10165.5,22285.2,69574.1482068859
4282.0,297608.5413043478,1169741.0227157848,2155.5,310270.7086956522,1270426.6207222424,294883613,optimistic,10,8,46,46,0,4279.5,190739.475,624451.2486011973
18818.0,61952.8125,214806.53718749667,12193.0,96215.1652173913,397730.74015502573,160397551,optimistic,10,46,8,46,0,19407.0,241700.76086956522,689370.1401857404
7180.0,9543.506521739131,11513.72763279278,5958.0,8342.1125,16223.130026229312,10805536,optimistic,10,46,46,8,0,6281.5,12495.98695652174,33301.40808343844
1996.5,4745.184782608696,9057.010013348941,2472.0,13758.195652173914,101849.65697648388,9384175,optimistic,10,8,46,46,1,8895.0,10907.75,5513.530281458238
19495.5,25437.85,23017.420978660073,4983.0,8252.573913043478,23606.555551440357,11626480,optimistic,10,46,8,46,1,5047.0,12598.408695652173,24215.62634937892
8007.0,15692.532608695652,20395.392976333285,6916.0,12097.7,11871.492588912633,19563458,optimistic,10,46,46,8,1,12971.5,24732.77608695652,64153.54177253698
2320.5,7895.830434782609,34876.67802866855,907.5,65441.72826086957,326074.53970830113,38516104,optimistic,10,8,46,46,2,8951.0,59760.3375,177865.37503624303
18926.0,25971.4875,28182.82145230495,12400.0,19826.880434782608,23370.14454637734,36566672,optimistic,10,46,8,46,2,19201.5,55149.10434782608,154997.48007156036
7230.5,8208.191304347825,5893.982289330319,3941.0,4624.125,2720.8981036610558,7822000,optimistic,10,46,46,8,2,4003.0,7991.960869565218,20943.9599952275
1827.5,6834.758695652174,48834.37649353631,1530.0,13448.245652173913,104410.53041482919,10751217,optimistic,10,8,46,46,3,10150.5,17762.9375,22355.105130054548
56004.0,248312.8125,737111.2389990306,33324.0,187064.73695652175,657363.9806432505,161387387,optimistic,10,46,8,46,3,45622.0,120592.57173913044,375545.19681610103
12982.5,21557.647826086955,44301.07191793803,6903.5,30129.9125,175154.82600925965,51290514,optimistic,10,46,46,8,3,14590.5,84703.48478260869,290063.1624287802
6868.5,209635.52826086956,871659.0280684797,1958.5,263388.10869565216,1008404.1190217413,218808980,optimistic,10,8,46,46,4,9709.0,15226.3375,20216.192662584315
23936.0,56343.9,142816.29280511895,11546.5,31142.384782608697,107353.149557276,52464340,optimistic,10,46,8,46,4,21236.0,73111.58913043479,216075.69736703887
7424.0,18953.23043478261,64715.455097648846,7951.0,25822.1,143537.1166499003,39739803,optimistic,10,46,46,8,4,10981.5,62946.84565217391,170716.42003108846
1708.0,6499.565217391304,36792.542952755764,5939.0,6737.895652173913,4713.701522766656,7937433,optimistic,10,8,46,46,5,13848.5,23102.5125,49760.79700738291
25598.0,94674.6375,283325.030188023,14525.5,87350.64130434782,277970.9316788523,85903456,optimistic,10,46,8,46,5,12015.5,82930.84782608696,276972.22997256747
15216.5,70546.68913043478,363503.67261884874,12591.5,56824.3125,320237.91826752626,54220758,optimistic,10,46,46,8,5,11395.5,37442.034782608695,305825.87514561013
5385.5,111340.37608695652,496834.75080520357,4242.0,115944.09565217391,437455.5983200973,117938403,optimistic,10,8,46,46,6,7791.5,167344.325,667304.7256620135
14183.5,31150.675,70387.29741697141,9730.0,19684.88695652174,34639.87697321137,35462082,optimistic,10,46,8,46,6,7692.5,51989.086956521736,354295.71303904965
6470.0,17260.147826086955,99893.76819011249,4762.0,9080.8125,20268.118801438108,61056272,optimistic,10,46,46,8,6,10245.5,113891.60652173913,375971.2412139644
2087.0,7826.802173913044,45922.304179762636,5007.5,11029.032608695652,46646.74908362672,11197811,optimistic,10,8,46,46,7,9909.5,31551.5875,79906.4947598277
21124.0,162059.0125,691790.3996590606,8739.5,63297.90434782609,518397.0548977804,74804073,optimistic,10,46,8,46,7,7018.5,71135.4695652174,325048.56438385573
10566.5,28733.789130434783,215850.1310117051,6156.5,8458.25,7350.121112409551,37532192,optimistic,10,46,46,8,7,13434.0,51386.93260869565,242963.659713781
3453.0,222697.2652173913,653473.4255350573,1859.5,164914.56739130436,537009.3789177618,208097714,optimistic,10,8,46,46,8,2823.5,372453.3875,1034400.2258729757
24283.0,120445.65,279795.27228075307,12749.0,118688.46739130435,374805.49322655145,261649049,optimistic,10,46,8,46,8,13237.0,429166.7434782609,1513261.4217005377
10278.5,17775.295652173914,60066.16050372852,6084.0,11061.775,12957.869969685056,66634877,optimistic,10,46,46,8,8,15319.5,125159.34565217391,420596.34080169257
3131.5,207220.70434782607,625663.1436683257,1745.0,324674.32826086954,780732.6296062638,245646435,optimistic,10,8,46,46,9,4362.0,12184.0,49898.48688175432
18564.5,21329.5,14182.768883045137,11079.5,19939.00434782609,32454.516791838116,20044574,optimistic,10,46,8,46,9,10316.0,19926.678260869565,52734.77162363474
11220.0,15447.610869565216,38573.889218891854,3635.5,21277.5375,83554.8689140201,40897150,optimistic,10,46,46,8,9,7067.0,69758.79565217391,244336.3760394
1847.5,739181.2369565218,1890053.2438218924,837.0,626709.9369565217,1434814.2201998874,745732261,fine-grained,10,8,46,46,0,389104.0,1467779.0125,2083291.0348324117
3923273.5,13060461.45,16965346.997313064,12028549.5,11971116.652173912,9746420.7617891,11981153603,fine-grained,10,46,8,46,0,11156766.5,11803484.841304347,11351343.8661962
17834.0,393279.2152173913,1214542.6614845297,22442.0,671181.175,1465351.2489893343,482530256,fine-grained,10,46,46,8,0,37677.5,538972.4413043478,1311026.3658046986
1779.0,924207.3,2517522.5322193466,7255.0,930774.4434782609,2272651.932987309,950467265,fine-grained,10,8,46,46,1,2410.0,1214695.7875,2521454.5058953357
995676.5,3183623.425,3916297.674255858,1913088.0,2399488.3652173914,2505477.05585006,2253716028,fine-grained,10,46,8,46,1,883198.0,1946220.6652173912,2339439.4936534786
543650.0,3964761.152173913,5095718.757835638,16691.0,2135559.6875,3670541.2441635304,3446991078,fine-grained,10,46,46,8,1,999557.5,3157296.0282608694,4149068.243776946
1878.5,1016150.6065217392,2635846.0153468642,1199.0,912676.7934782609,2552877.4568774966,991786353,fine-grained,10,8,46,46,2,4460.5,1306571.8625,2801613.388972309
106803.5,3668350.5875,5353202.855121938,1919582.0,3421342.0108695654,3993453.1630935557,2972262426,fine-grained,10,46,8,46,2,691312.0,2402124.0304347826,3460336.6037364765
322500.5,3686351.3521739133,5973330.40612619,2171664.0,4120297.65,4862002.032544673,3270416311,fine-grained,10,46,46,8,2,533441.0,2706675.8195652175,4477719.115808436
1877.5,1801237.5739130434,4264858.203062916,769.0,1072229.3630434782,2760679.5299376207,1472319250,fine-grained,10,8,46,46,3,64960.5,1881555.7375,3362186.1229790403
